Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Answers,Members,_version:1,_order:1001
ad2218e0-4bb1-11ed-bdc3-0242ac120002,,,Laboratory tests,Essais en laboratoire,Lab tests,Essais en laboratoire,Convenience set for all lab tests/panels,,ConvSet,N/A,,851AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163695AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161447AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;729AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163686AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1325AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161448AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;160735AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1015AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163688AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163687AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1016AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163689AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163426AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;655AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161450AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;678AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;717AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;857AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163683AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161445AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163699AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;21AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;654AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;160225AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159430AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163684AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161449AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;653AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;790AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163696AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;887AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;304AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;785AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159362AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;679AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1336AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163692AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1018AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1017AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161431AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161488AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;953AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161451AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163697AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1019AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
